user,text
"BIGBANGkrystal","Jap girls ? They're leaving! "
"Jenoah1908","my poor little girl has a baaaad rash on her bum and isnt feeling good "
"mars__","@nicolerichie yes! we had the VHS. i cried when the old man died "
"Feltano","Argh, got up early for Girls Aloud on Freshly Squeezed and it was just the video "
"mericlese","#travian Total cost of the atk for the aggressor: 273,310 resources all said and done. I'm guessing he's not going to let that slide. "
"asdfkathy","waiting for kelly's call. "
"kendyth","mhm, not having a good day  blah blah blah"
"yopojoe","@octopuseatspie I GOT THE I CAN HAS CHEZBURGER BOOK FROM THE LOBO, AND YOU ARE NOT HERE TO LOOK AT IT WIF ME "
"zomghorcrux","I'm trying to work on my last assignment of the year, but I just can't get that spark. All I want to do is lay in the grass and read. "
"Trishanson","@robertfperez ugh of course not  Just thursday and friday..sat I have both kids"
"marlakalaw","@Kal_Penn OH MY GOSH. I'M STILL ~EMOTIONALLY~ DYING AT THE FACT THAT KUTNER'S GONE! Arggg.  Kal ily. "
"OliviaWilder","@kaozdesign  I think I found my face...unfortunately. You didn't find yours yet?  "
"rockmyway","seeing that shouldnt have made my stomach flip like it did "
"tonfaone","Headache... Pleeeease go away "
"dilipm","@siddharth_ind yeah i do. i have an application that runs every few minutes to do that but its the add-ons. they conflict all the time "
"tmarthal","Pretty good coaching with exceptional talent trounces exceptional coaching and pretty good talent. MSU "
"PaulChristian","I hate Tuesdays "
"rob_fitzpatrick","@gracedent it's her &quot;hair&quot; I can't deal with "
"trellar","Feel like I'm stuck in a rut. Waiting to hear back from schools is killing me.  Also decided to take a break from #wow for awhile."
"LLLNaiNai","i need new glasses...mines is hangnon 1 arm "
"Daryen","Meat Week Day 3: Tummy hurts every night "
"verruca","Why isn't there a &quot;fake&quot; Verruca on Twitter?... Now i'm sad. "
"LaceyDanielle33","On the phone with the bestie than shower.. Confused I don't know what to do "
"vladmech","@Sirrah21 Aww poor froofroo, this is way too late for you "
"mzrose","i miss my 808 fam "
"MM_of_Oz","@OfficialPRofOZ she sed puerto rican "
"SketchStudios","@JoeFernandez @klout your not thinking of selling are you? "
"zadr","@simX Yeah. I always slow down at the end  ��also, take that! I win."
"JaylaStarr","@pornstartweet i wanna go, but I am only 20!!!! "
"730Fam","@LoveMeagan how i mss the snippet hun?..wts it of may i ask?..i wanna hear "
"bisalibrayall","I know! Big love, true blood and united states of tara have too long of waits between seasons! "
"Apostasy13","@sensesdestroyer I wanna go to lamb of god "
"totallydi","is sad she has lost her HN arm band...it just disappeared "
"ZGibbsWorld","set my alarm to wake up... wanted to speak to my sis in Africa on Skype - I miss her sooo much "
"ayeVivian","awh damn! my puppy has ticks "
"annelisebaer","|H|ouse made me sad. Oh, Kutner "
"zzap","@_saffron  Why not? :["
"SarahDeG","Why do I keep looking...I know that what I read is gonna hurt but I still look! I guess it's just a girl thing &amp; I need to get over him. "
"Lizzibear","needs hugs/snuggles... "
"heartdog","@Health4UandPets saw the one with a GSD covered in them, and I could not stop crying. I just bawled and bawled "
"musicaddikt787","Rachel and jessy r making me work out  thanks you guy"
"AllisonBies","I'm wishing I had more time "
"Lady12s","@mycaricature The only bit that got me really was when he said Babs was a bad mum  I'm sure that hurts her even though she's laughing."
"h11wiscan","I am not wanting to go to school tomorrow. "
"PeterHC","Used the term &quot;Fail Whale&quot; to a client on a pitch last night. From their incomprehension corp twitter is being done much lower in the org "
"rootbeersoup","@rootbeerfloats8 You hate Billy now?! "
"albertdc","On a 2-day work-week..fast-forward to Thursday please "
"alice_ismy_hero","@snaprebelx omg i love that show. i would be so mad. i feel ur pain im sorry they spoiled it for u "
"luciebartlett","Is it possible to die from coughing? It SUCKS being ill "
"Lilli_Allen","cant believe i have to go all the way to Barnes for work today....instead of a 5minute walk to St Johns Wood "
"natdigsyou","@paulieseow hahahahahah i can easily make ice milo but its just not the same "
"kersten_k","why do both of my best friends have to be shitty simultaneously?  Can u at least take turns hurting my feelings? jerks..    going 2 sleep."
"MJ_Watson","My #art is regressing... "
"im_mature","@onlysweeter I don't know the dance. "
"Georgiesaur","@laurwee_boo im ok I guess had a hard day "
"Dogbook","Jade is looking for a new home...  http://apps.facebook.com/dogbook/profile/view/4744827"
"britto819","damnnn! i missed 11:11 "
"RebeccaLange","@sarahprout tweetfinder hates me  and I was having trouble with background on twitter,what do you think?"
"ryanmwilson","@Twilighter4Life lol yeh ill be studying  stupid uni. only 2 more weeks and im on holidays! YAY! plus my birthday next week woot"
"geekpondering","@transbay &quot;SFMTA Budget Proposal Hearing: tomorrow, April 7 at 2:00 pm (City Hall, Room 400). Sadly, I cannot attend.&quot; Me neither. "
"crunchysoft","is afraid that her G.I. notes will not read themselves. "
"eduardtee","*Sigh* Rain??? Why did you decide to show up? Move away! You were not invited to the Tuesday-party  (this is not the start I hoped for)"
"ann_donnelly","_secretgarden_ I haven't gotten any porn spammers  I don't check my followers, but haven't had any tweets like that."
"senorkaos","Somebody is selling the Japan only release of my first album on E Bay for $25. Damn thats it? A classic is worth more than that! "
"scorpfromhell","@charleneli Disqus now integrates conversations on many platforms. haven't heard abt JS-Kit "
"birken_bagz","and they advertising fake louis bags as 100% authentic on google  i'm pissed!"
"kennyduduxd","Can't sleep  dam naps lol... and its hot"
"SarahDeG","Why do I keep looking...I know that what I read is gonna hurt but I still look! I guess it's just a girl thing. "
"whitet","@henrygooden @oddchicken I went there about a month and a half ago, was still open then. Smelt really good, but I was getting sick "
"miseducatedone","is ready to go to bed..long day tomorrow "
"wilmir","job searching.....FYI: Yahoo HOT JOBS suck! .. im never going to find a job "
"l33tmyst","No electricity today, so no tweets. "
"_Kaden_","@big_think Can Zack tell me how to edit my Bio/Profile? Why create a login at a different co's site to get an answer from BT TechHelp? "
"sarahgb","Morning all, starving and dying for a cuppa but can't cos off to docs for fasting blood test in a little while "
"grimorde","Very tired this morning - no idea why! Great start to the day "
"jewellerybyshal","Morning All, I'm back from my little break from the computer. back to work again today "
"one_sock","At mobilityvic.org launch.  No grog  nice video from PWC though"
"Msjackson88","still no &quot;followers&quot;   please some1 inform me on how this works????"
"loveeyuu_x","misses him right now. i need a hug "
"kieranmcgrady","Tried to get up earlier today........didn't work out "
"wrynex","Omg revisions revisions revisions! I feel like I wasted an amazingly beautiful day today doing pointless work "
"barbyang","Foot is out of commission  ouch! Running this morning did not help...not smart."
"tawalker","About to shower, which I hope will wake me up at last. Oh, and the synth experiments yielded nothing last night "
"bsummers69","is really bored and really sleepy...and mad she can't find a custom lanyard maker that wont make me buy 1000000 minimum "
"hellosquash","@cmykevin ooh nice! but williams sonoma already got to me. "
"unijono","I've finally given in. Now at Malaysian restaurant waiting for nasi lemak and teh Tarik. Mereka tak faham bm...  http://twitpic.com/2y4bh"
"SteveJT13","Waitin 4 the theory test centre 2 open "
"pstannard1","got woken up this mornng at 7am - damn Lorry , van and car accident just outside on our main road also causing car alarms to go off.  "
"yehsung","I think I need to get laid. Sad revolution I had earlier rofl "
"muchloveanna","@ourcitylight that was so sudden!! "
"deafdorkette86","Now i want Amanita  ...someone made me feel unliving."
"reeeeeCy","@lanaRISQUE hahahahhha!! hows your food poisening going? has it gone away? "
"tsarnick","@MissxMarisa haven't heard from Hannah at all yet!! it's very disappointing "
"policano","@hutsoncap  everything alright?"
"jaimie115","is procrastinating... i feel ill.. but don't want to go to bed.  "
"jacpadraic","@danielhalpin Gonna try and find a sports bar to watch that at... not got a chance though I don't think "
"jmis","wants to go home and watch The Hills "
"the_bear123","@sarmar I guess I'm out of funny "
"acnewhouse","@moethebeat aww moe! I was planning on leaving tomorrow evening  are you gonna be in town by chance?"
"guitarrfingerss","i wanna write, but i'm not cool enough to make up a storylineee. "
"iamcheerbear","@Gripping agreed! love the sound, but hates how everyone knows them "
"rstolan","@brendamew2 no art tomorrow.  and nice to see you've joined twitter!"
"ScribblesNZ","Sigh, I think my PMS is making my mind totally over-analyse things and making me sad "
"TristenPelton","@doriantaylor I had one outside my patio. I named him Rex. Then the gardner took him down. RIP Rex "
"nbrooks","Ooops. Just ate a panini from W-mart cold that says it needed to be thoroughly cooked. It didn't taste raw. I die nao from f. poisoning? "
"CathySavels","Good morning for a very rainy France  No gardening for me today."
"unclekins","If ever there was a day for staying in bed, today is it "
"bsag","Got to take Cleo to the vets. Not sure what's wrong with her but she's feeling very sorry for herself. "
"miavida","today is day 1 of my fast &amp; i feel i may break b4 i go 2 bed  i must hold out til the end of the wk! must stayed focused, wish me luck..."
"Lexi_83","Extremely jealous... "
"mandylovee","@kimmyawesome Ohhhh that sucks  I love the summer set."
"gonzopants","@daydee tell it you forgot your password &amp; it will give you a new one. it's the only way I can prevent tons of spam "
"ergoelaine","bedtime. wake up call at 7am "
"IgnivomousLo","So glad I made it through work - with an extra hour too and my paycheck.  Still waiting on the one I lost though "
"purplewolf","Mum's been taken to hospital, they don't know what's wrong, she's been vomiting since yesterday. Rushing back to get to the hospital "
"Cynxster","congested nose "
"marissazaguirre","Can't sleep. Need to talk to someone. "
"chacuatol","@penalba por favor decime ke no estas involucrado en esa pagina nicatrolls, they're THE CANCER that's killing /b/ "
"marie_660","too cold and tired to write good twitter. everyone was obeying the cops tonight, total dissappointment. we were so close "
"MizzCenaa94","Lifee Gets Worsee &amp;&amp; Worsee "
"mickyj","@dnwallace - I am shuddering and shaking too "
"briggsy424","Sorting brekkie for the kids then off to the horrible place called work, boohoo "
"arge18","my condolences to natasha richardson's family "
"AliceAguera","@LittleYellowJen what do don't think ily?? nawwww "
"mokargas","Where's Derrick  http://ff.im/-1XWXs"
"gillana","Needs to stop sleeping all day.. Causes some problems when you're wide awake at 2:45am... "
"ennaig","missed today's ELLEN "
"Raaawry","I suddenly miss my Flintstones vitamin tablets  SOOOO GOOOOD"
"LittleMissLea","@mattpro13 legitimately good cops out there "
"kienke1","@onlytosee Twitter's been doing that to me tooo. "
"im_mature","@pealuh I think I need to go to Twitterholics Anonymous...... "
